ID,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached_on_Time_y_n,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Customer_rating_1,Customer_rating_2,Customer_rating_3,Customer_rating_4,Customer_rating_5,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F,Gender_M
2747,5,171,3,34,1029,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2748,3,150,3,6,1775,1,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
2749,4,178,3,1,1165,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
2750,3,192,7,25,2152,1,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
2751,3,214,8,50,3628,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
2752,5,225,7,45,3162,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
2753,5,167,7,23,1691,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
2754,3,245,4,4,2769,1,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True
2755,4,138,7,60,1366,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True
2756,4,173,3,64,1847,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False
2757,3,98,3,48,1635,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
2758,3,231,2,44,3688,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
2759,5,149,7,50,1346,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
2760,3,206,3,28,2892,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True
2761,5,264,10,34,3441,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2762,3,193,2,23,2728,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False
2763,5,263,2,4,1092,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
2764,3,191,4,16,2277,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2765,5,177,4,48,1920,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2766,5,226,3,50,2348,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True
2767,3,132,2,16,1731,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False
2768,3,121,5,62,1505,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True
2769,4,171,3,34,1352,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2770,3,178,3,43,1517,1,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2771,4,132,4,44,1692,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2772,6,249,5,26,3897,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
2773,2,159,3,39,1477,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2774,5,171,3,14,1554,1,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True
2775,3,150,3,43,1831,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
2776,4,178,3,19,1906,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
2777,3,192,7,36,3634,1,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
2778,3,214,8,6,2924,1,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
2779,5,225,7,17,3516,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2780,5,167,7,43,1619,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
2781,3,245,4,60,2178,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
2782,4,138,7,65,1530,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2783,4,173,3,61,1609,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2784,3,98,3,60,1057,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
2785,3,231,2,24,3811,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True
2786,5,149,7,51,1425,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
2787,3,206,3,21,3746,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2788,5,264,10,34,2960,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2789,3,193,2,12,3730,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
2790,5,263,2,51,1657,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
2791,2,282,5,63,1173,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
2792,5,193,3,55,2758,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
2793,4,171,3,11,1594,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2794,3,212,3,19,2703,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2795,2,159,2,44,1213,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
2796,3,102,4,57,1220,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
2797,3,145,2,29,1690,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2798,3,225,2,43,2585,1,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False
2799,2,174,3,12,1358,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
2800,4,223,4,25,3148,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
2801,3,185,2,36,3501,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2802,4,245,3,6,2717,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
2803,3,99,3,63,1223,1,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2804,3,141,4,35,1417,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
2805,4,222,2,16,2518,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2806,3,192,3,64,3233,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2807,3,187,4,42,3621,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
2808,4,216,2,26,2431,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
2809,3,146,4,13,1790,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2810,3,207,2,20,3419,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
2811,4,225,2,6,2010,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2812,3,230,2,15,2302,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2813,3,173,3,37,1990,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2814,4,127,4,54,1239,1,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
2815,3,214,2,28,3869,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2816,4,161,3,59,1454,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True
2817,4,262,2,37,3523,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2818,5,157,3,1,1798,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2819,3,164,3,9,1803,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
2820,4,174,2,11,1577,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
2821,2,188,4,39,2424,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True
2822,3,141,2,4,1297,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False
2823,5,134,2,64,1785,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2824,2,147,2,65,1738,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2825,4,180,3,27,1551,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
2826,3,225,2,55,2259,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
2827,2,172,3,11,1522,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2828,6,131,5,5,1718,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
2829,3,270,4,47,3487,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
2830,3,172,3,56,1103,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
2831,4,198,3,33,2129,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2832,4,167,3,21,1637,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
2833,2,168,5,1,1885,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2834,4,165,4,34,1831,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False
2835,4,149,6,40,1974,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2836,3,186,3,24,3262,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2837,4,151,2,47,1682,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
2838,3,146,3,30,1569,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
2839,4,232,2,54,2526,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
2840,4,177,2,22,1698,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False
2841,4,149,2,19,1665,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2842,4,180,3,3,1518,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2843,5,172,2,40,1446,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
2844,5,160,3,44,1054,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
2845,3,206,2,28,2822,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2846,4,146,3,9,1685,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False
2847,2,257,2,24,2130,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
2848,5,219,3,27,3430,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2849,4,274,2,55,3416,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
2850,2,177,5,36,1249,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
2851,4,209,2,57,3741,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
2852,4,207,2,2,3242,1,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
2853,4,153,3,27,1613,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2854,4,158,3,61,1507,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2855,3,261,2,52,3340,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
2856,4,182,6,41,2047,1,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
2857,2,128,2,53,1530,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False
2858,2,178,3,6,1184,1,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
2859,2,198,3,37,2555,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
2860,4,137,3,46,1299,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
2861,4,168,2,41,1515,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
2862,3,248,4,36,3276,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
2863,5,225,3,29,2411,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
2864,5,239,2,35,2107,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
2865,5,256,3,43,3658,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2866,5,109,2,23,1479,1,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
2867,3,274,2,59,3436,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
2868,5,157,4,65,1951,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
2869,3,125,3,12,1212,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False
2870,4,203,2,20,2421,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
2871,3,120,3,55,1534,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
2872,3,194,4,21,2695,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
2873,4,257,4,58,2269,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2874,4,233,2,39,2291,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
2875,5,193,2,1,2775,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
2876,5,202,6,34,2936,1,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
2877,4,270,3,30,2720,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
2878,5,240,3,12,2723,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
2879,3,224,3,63,2085,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
2880,4,195,2,19,2878,1,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True
2881,3,165,3,47,1639,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
2882,4,164,2,3,1124,1,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False
2883,3,105,3,58,1304,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
2884,3,248,3,9,2616,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
2885,4,269,6,62,3950,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
2886,4,253,3,36,2591,1,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True
2887,3,231,4,60,3755,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
2888,3,164,2,39,1532,1,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False
2889,3,176,3,14,1705,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
2890,4,149,3,17,1990,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
2891,4,187,5,16,3781,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
2892,3,150,2,53,1319,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True
2893,3,190,3,18,2715,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
2894,4,226,3,42,3077,1,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True
2895,3,98,2,32,1539,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2896,3,152,2,6,1800,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
2897,2,173,2,34,1575,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
2898,4,160,2,65,1861,1,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False
2899,4,180,3,22,1261,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2900,3,175,2,12,1817,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
2901,3,274,3,6,2986,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2902,4,216,4,4,2263,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
2903,6,283,2,18,3077,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2904,6,192,3,19,2944,1,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
2905,3,236,4,43,2584,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2906,4,232,3,46,2835,1,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
2907,2,204,4,20,3135,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
2908,3,138,2,46,1436,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2909,3,154,2,29,1016,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
2910,4,244,2,17,3125,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
2911,3,144,3,48,1867,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2912,3,274,3,19,3076,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
2913,3,182,3,54,3972,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2914,6,250,5,53,3352,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
2915,4,207,2,14,2945,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2916,3,242,3,54,3011,1,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
2917,5,154,2,37,1671,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True
2918,4,176,3,53,1472,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
2919,3,252,3,18,3701,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
2920,4,147,3,32,1666,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
2921,5,157,4,1,1306,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2922,3,257,2,37,3517,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True
2923,4,172,3,6,1261,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2924,4,134,3,22,1629,1,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
2925,2,152,4,48,1212,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2926,3,161,3,57,1918,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
2927,3,269,3,47,3033,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
2928,2,164,2,64,1689,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
2929,5,114,6,60,1746,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2930,6,213,6,7,2709,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True
2931,4,255,3,60,2777,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2932,3,135,3,28,1329,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2933,3,155,3,7,1434,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
2934,6,273,4,32,2532,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
2935,4,135,3,15,1008,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
2936,4,170,3,29,1188,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
2937,6,138,5,15,1181,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2938,3,213,4,53,3502,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2939,4,156,5,55,1619,1,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
2940,3,139,2,47,1241,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True
2941,3,263,3,6,2715,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True
2942,2,160,4,53,1850,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
2943,3,148,2,39,1402,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2944,4,259,3,45,3761,1,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2945,5,273,3,60,3384,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2946,3,212,3,9,2521,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
2947,3,144,6,46,1110,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2948,2,193,3,64,2867,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
2949,5,198,3,44,3706,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2950,3,207,4,45,3770,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2951,6,236,4,10,2030,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
2952,4,165,3,7,1702,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
2953,3,162,3,3,1693,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2954,4,184,3,63,3609,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
2955,5,145,2,48,1834,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2956,3,228,2,27,3473,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
2957,5,213,2,12,2522,1,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
2958,2,146,3,1,1162,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
2959,4,220,3,39,2459,1,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
2960,3,231,3,49,3441,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
2961,3,212,8,56,3337,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2962,4,202,3,48,2213,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
2963,5,208,8,39,2905,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
2964,3,200,3,46,2460,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
2965,3,250,3,37,2736,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2966,3,126,2,29,1192,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False
2967,4,222,4,42,2762,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
2968,6,236,4,61,3140,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2969,4,165,3,4,1484,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2970,3,162,3,17,1700,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
2971,4,184,3,37,3436,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
2972,5,145,2,6,1965,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
2973,3,228,2,46,3306,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2974,5,213,2,27,2581,1,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
2975,2,146,3,18,1289,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
2976,4,220,3,2,3886,1,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True
2977,3,231,3,39,3792,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2978,3,212,8,34,2750,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
2979,4,202,3,38,2651,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2980,5,208,8,62,3450,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2981,3,200,3,4,3791,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2982,3,250,3,8,3617,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False
2983,3,126,2,63,1141,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2984,4,222,4,49,3697,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
2985,3,273,6,6,1771,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2986,6,161,4,20,1338,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
2987,5,236,3,10,1347,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
2988,6,281,5,8,1864,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
2989,5,168,4,7,1298,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
2990,5,206,4,62,1137,1,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
2991,4,144,4,5,1294,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
2992,5,239,5,19,2988,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
2993,3,129,3,52,1513,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
2994,4,201,4,46,3498,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
2995,5,160,3,55,1911,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2996,6,130,6,60,1971,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
2997,3,132,4,58,1067,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
2998,4,185,4,36,2583,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
2999,5,271,4,4,2718,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
3000,5,168,2,20,1539,1,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
3001,5,154,3,50,1389,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False
3002,3,203,3,4,3114,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
3003,3,274,3,4,2087,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
3004,5,280,4,19,3298,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
3005,4,196,2,51,3151,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
3006,5,159,3,63,1675,1,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
3007,5,269,3,15,2522,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
3008,4,161,3,52,1199,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
3009,3,159,2,44,1806,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
3010,5,147,6,21,1145,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
